prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber
81756	12534311000001104	2358020	0	"Aspirin 75mg gastro-resistant tablets (Lloyds Pharmacy Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"September 2020"	2358020
14517	27325001000027104	51418020	72	"Robaxisal forte Tablet (Shire Pharmaceuticals Ltd)"	"Methocarbamol/Aspirin"	""	"Tablet"	"Oral"		"Non-Opioid And Compound Analgesics/Skeletal Muscle Relaxants"	"February 2009"	825001
75916	11712811000001108	29733020	2	"Aspirin 100mg/5ml oral suspension"	"Aspirin"	"20mg/1ml"	"Oral suspension"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics/Acute Migraine/Non-Steroidal Anti-Inflammatory Drugs"	"April 2019"	29733020
50166	4932511000001103	14652020	1	"Generic Anadin Extra tablets"	"Aspirin/Paracetamol/Caffeine"	"300mg + 200mg + 45mg"	"Tablet"	"Oral"	4070500	"Other Non Opioid Analgesics"	"January 2013"	14652020
11326	123865001000027104	64412020	126	"Meprobamate with ethoheptazine citrate and aspirin Tablet"	"Aspirin/Ethoheptazine Citrate/Meprobamate"	""	"Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	4103001
67160	9827511000001106	8037020	0	"Aspirin 300mg dispersible tablets (Lloyds Pharmacy Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"August 2016"	8037020
12976	322784004	48249020	6716	"Aspirin 900mg / Metoclopramide 10mg oral powder sachets sugar free"	"Aspirin DL-Lysine/Metoclopramide hydrochloride"	"900mg + 10mg"	"Powder"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	68001
8186	4558011000001103	70462020	1156	"Aspirin 300mg modified-release tablets"	"Aspirin"	"300mg"	"Modified-release tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	5783002
54565	12430611000001108	2343020	2	"Aspirin 75mg dispersible tablets (Lloyds Pharmacy Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"April 2013"	2343020
62430	307411000001109	4196020	0	"Aspirin 300mg suppositories (A A H Pharmaceuticals Ltd)"	"Aspirin"	"300mg"	"Suppository"	"Rectal"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2015"	4196020
1049	22125001000027104	50796020	2759	"Nu-seals aspirin 600mg Tablet (Eli Lilly and Company Ltd)"	"Aspirin"	"600mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	665002
54526	493511000001109	8030020	0	"Aspirin 300mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"April 2013"	8030020
67362	679211000001103	4198020	0	"Aspirin 300mg suppositories (Alliance Healthcare (Distribution) Ltd)"	"Aspirin"	"300mg"	"Suppository"	"Rectal"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"August 2016"	4198020
32992	795611000001102	62496020	103	"Aspirin 75mg gastro-resistant tablets (Mylan)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	3609009
80839	17786711000001100	4195020	0	"Aspirin 300mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"June 2020"	4195020
66345	22610611000001104	16677021	85	"Aspirin 75mg dispersible tablets (DE Pharmaceuticals)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"June 2016"	16677021
83401	24584511000001104	26766021	0	"Aspirin 300mg tablets (Numark Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"April 2021"	26766021
54997	13178111000001108	2344020	0	"Aspirin 75mg dispersible tablets (Dowelhurst Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"May 2013"	2344020
6696	281311000001104	77773020	4902	"Micropirin 75mg gastro-resistant tablets (Dexcel-Pharma Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	7984001
21770	136595001000027104	65981020	170	"Paracetamol 200mg with aspirin 300mg dispersible tablet"	"Paracetamol/Aspirin"	"200mg + 300mg"	"Dispersible Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	4532002
53816	894511000001100	8036020	237	"Aspirin 300mg dispersible tablets (Alliance Healthcare (Distribution) Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2013"	8036020
43709	9790111000001106	69677020	10	"Aspirin 75mg gastro-resistant tablets (Almus Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"October 2010"	5558009
13882	3460911000001104	80846020	8409	"Imazin XL tablets (Napp Pharmaceuticals Ltd)"	"Aspirin/Isosorbide mononitrate"	"75mg + 60mg"	"Modified-release tablet"	"Oral"	0	"Unknown"	"February 2009"	9265001
49685	15069611000001102	2346020	58	"Aspirin 75mg dispersible tablets (Sigma Pharmaceuticals Plc)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"January 2013"	2346020
17704	158455001000027104	69134020	4714	"Platet 100mg Effervescent tablet (Roche Products Ltd)"	"Aspirin"	"100mg"	"Effervescent Tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	5410001
9939	4650611000001100	68708020	4910	"Aspirin 500mg effervescent tablets sugar free"	"Aspirin"	"500mg"	"Effervescent tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	5290001
41766	4648711000001109	95905020	12	"Maximum Strength Aspro Clear 500mg effervescent tablets (Bayer Plc)"	"Aspirin"	"500mg"	"Effervescent tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"March 2010"	16565001
31499	136585001000027104	65980020	1	"Paracetamol with aspirin tablet"	"Paracetamol/Aspirin"	""	"Tablets"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	4532001
32728	8085211000001108	73591020	2	"Askit oral powder sachets (Bayer Plc)"	"Aspirin/Aloxiprin/Caffeine citrate"	"530mg + 140mg + 110mg"	"Powder"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	6699001
34666	65265001000027104	56222020	325	"Aspirin ec 300mg Gastro-resistant tablet (A A H Pharmaceuticals Ltd)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	2064009
59253	21777711000001108	47190020	15	"Aspirin 75mg gastro-resistant tablets (Waymade Healthcare Plc)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"March 2014"	47190020
23932	4649111000001101	81581020	121	"Aspro Clear 300mg effervescent tablets (Bayer Plc)"	"Aspirin"	"300mg"	"Effervescent tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	9622001
21067	8665001000027108	49085020	105	"Doloxene Capsule (Eli Lilly and Company Ltd)"	"Caffeine/Dextropropoxyphene Napsylate/Aspirin"	""	"Capsule"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	271001
31858	234645001000027104	86558020	1	"Caspac xl 162.5mg Capsule (Pharmacia Ltd)"	"Aspirin"	"162.5mg"	"Capsule"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	11863001
52280	301305001000027072	78796020	0	"Aspirin 300mg Tablet (Wockhardt UK Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"January 2013"	8343009
33317	218205001000027104	81954020	1	"Aspirin with Sodium bicarbonate with Citric acid effervescent tablets"	"Citric Acid/Aspirin/Sodium Bicarbonate"	""	"Effervescent Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	9795001
23593	636011000001100	79130020	20110	"PostMI 75 dispersible tablets (Ashbourne Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	8462001
3309	8985811000001103	73333020	233	"Aspirin 325mg / Caffeine 15mg tablets"	"Caffeine/Aspirin"	"15mg + 325mg"	"Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	6625003
6007	183311000001101	84144020	49977	"Nu-Seals 300 gastro-resistant tablets (Alliance Pharmaceuticals Ltd)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	10782001
48165	696811000001101	61768020	1	"Aspirin 300mg tablets (Aspar Pharmaceuticals Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"December 2012"	3433009
58331	13435711000001102	75319020	1147	"Aspirin 300mg gastro-resistant tablets (Mylan)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"December 2013"	7188009
52905	7986611000001101	8031020	0	"Aspirin 300mg tablets (Lloyds Pharmacy Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"January 2013"	8031020
71821	64195001000027104	56068020	23	"Aspirin 300mg Tablet (Numark Management Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"April 2018"	2025009
484	10225001000027104	49285020	15924	"Equagesic Tablet (Wyeth Pharmaceuticals)"	"Aspirin/Ethoheptazine Citrate/Meprobamate"	""	"Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	314001
52044	17958611000001108	8034020	2	"Aspirin 300mg caplets (The Boots Company Plc)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"January 2013"	8034020
84747	13662111000001104	8039020	0	"Aspirin 300mg dispersible tablets (Numark Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"October 2021"	8039020
74210	218065001000027104	81913020	0	"Dristan Tablet (Wyeth Consumer Healthcare)"	"Caffeine/Phenylephrine Hydrochloride/Chlorphenamine Maleate/Aspirin"	""	"Tablet"	""		"Systemic Nasal Decongestants/Non-Opioid And Compound Analgesics"	"January 2019"	9775001
48000	15067611000001108	62226020	0	"Aspirin 300mg tablets (Sigma Pharmaceuticals Plc)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"November 2012"	3544009
52618	15985111000001104	2347020	3	"Aspirin 75mg dispersible tablets (Bristol Laboratories Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"January 2013"	2347020
34611	799411000001102	51009020	269	"Aspirin 75mg gastro-resistant tablets (C P Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	717011
29759	217035001000027104	81579020	0	"Aspro Tablet (Roche Consumer Health)"	"Aspirin"	""	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	9621001
43434	211011000001104	59945020	277	"Aspirin 300mg gastro-resistant tablets (A A H Pharmaceuticals Ltd)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"September 2010"	3011009
49220	311111000001108	8029020	0	"Aspirin 300mg tablets (Kent Pharma (UK) Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"January 2013"	8029020
63658	45765001000027104	53770020	3	"Co-codaprin 400/8 Tablet (Hillcross Pharmaceuticals Ltd)"	"Codeine Phosphate/Aspirin"	"400/8"	"Tablet"	""		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"July 2015"	1424009
30920	117975001000027104	63543020	14	"Aspirin 300mg Dispersible tablet (M & A Pharmachem Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	3870009
77265	22611011000001100	16701021	0	"Aspirin 300mg gastro-resistant tablets (DE Pharmaceuticals)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"July 2019"	16701021
60127	22611811000001104	16678021	0	"Aspirin 75mg tablets (DE Pharmaceuticals)"	"Aspirin"	"75mg"	"Tablet"	"Oral"	2090000	"Antiplatelet Products"	"June 2014"	16678021
54734	13379211000001100	74953020	0	"Aspirin 300mg tablets (Wockhardt UK Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"April 2013"	7088009
59021	15985411000001108	2361020	0	"Aspirin 75mg gastro-resistant tablets (Bristol Laboratories Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"March 2014"	2361020
43679	257005001000027104	96736020	1	"Flamasacard 162.5mg Modified-release capsule (Abbey Pharmaceuticals Ltd)"	"Aspirin"	"162.5mg"	"Modified-Release Capsule"	"Oral"	2090000	"Antiplatelet Products"	"October 2010"	16986001
56503	18876011000001100	2365020	208	"Asasantin Retard capsules (Mawdsley-Brooks & Company Ltd)"	"Dipyridamole/Aspirin"	"200mg + 25mg"	"Modified-release capsule"	"Oral"	2090000	"Antiplatelet Products"	"August 2013"	2365020
32154	102135001000027104	61337020	3	"Anadin Soluble tablet (Wyeth Consumer Healthcare)"	"Caffeine/Aspirin"	""	"Soluble Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	3330001
32314	180325001000027104	72355020	0	"Aspirin with aloxiprin and caffeine powder"	"Caffeine/Aspirin/Aloxiprin"	""	"Powder"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	6343001
49799	716511000001107	4200020	0	"Aspirin 150mg suppositories (A A H Pharmaceuticals Ltd)"	"Aspirin"	"150mg"	"Suppository"	"Rectal"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"January 2013"	4200020
34762	87985001000027104	59131020	71	"Aspirin 300mg Gastro-resistant tablet (Galen Ltd)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	2818009
45643	6095001000027106	48763020	113	"Aspirin 75mg Soluble tablet (Celltech Pharma Europe Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"July 2011"	189011
28784	221465001000027104	82882020	6	"Codeine phosphate 8mg with aspirin 400mg tablets"	"Codeine Phosphate/Aspirin"	"8mg+400mg"	"Tablets"	"Oral"		"Non-Opioid And Compound Analgesics/Opioid Analgesics"	"February 2009"	10212001
30022	217675001000027104	81796020	3	"Fynnon calcium aspirin 500mg Soluble tablet (SSL International Plc)"	"Calcium Carbonate/Aspirin"	"500mg"	"Soluble Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	9721001
393	544911000001101	73356020	546	"Disprin 300mg dispersible tablets (Reckitt Benckiser Healthcare (UK) Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	6631001
16184	218235001000027104	81957020	2	"Alka-seltzer Tablet (Bayer Plc)"	"Citric Acid/Aspirin/Sodium Bicarbonate"	""	"Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	9797001
33668	109735001000027104	62403020	26	"Aspirin 300mg Dispersible tablet (Rusco Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	3585009
59791	698811000001100	68788020	4	"Aspirin 75mg dispersible tablets (Aspar Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"May 2014"	5311009
55579	17962211000001100	78846020	0	"Aspirin 300mg tablets (Almus Pharmaceuticals Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"	0	"Unknown"	"June 2013"	8361009
48021	204715001000027104	77564020	0	"Aspirin 75mg Tablet (Hillcross Pharmaceuticals Ltd)"	"Aspirin"	"75mg"	"Tablet"	"Oral"	2090000	"Antiplatelet Products"	"November 2012"	7914009
68764	23241511000001104	17408021	112	"Molita 200mg/25mg modified-release capsules (Dr Reddy's Laboratories (UK) Ltd)"	"Dipyridamole/Aspirin"	"200mg + 25mg"	"Modified-release capsule"	"Oral"	2090000	"Antiplatelet Products"	"February 2017"	17408021
21380	35903111000001100	80852020	5626	"Aspirin 75mg / Isosorbide mononitrate 60mg modified-release tablets"	"Aspirin/Isosorbide mononitrate"	"75mg + 60mg"	"Modified-release tablet"	"Oral"	0	"Unknown"	"February 2009"	9268001
84924	21777011000001104	47553020	9	"Aspirin 300mg dispersible tablets (Waymade Healthcare Plc)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"October 2021"	47553020
31954	33511000001106	53701020	22196	"Aspirin 75mg dispersible tablets (Teva UK Ltd)"	"Aspirin"	"75mg"	"Dispersible tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	1407009
21921	198365001000027104	75686020	314	"Postmi ec 300mg Gastro-resistant tablet (Ashbourne Pharmaceuticals Ltd)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	7293001
75489	10287611000001106	70148020	0	"Aspirin 300mg gastro-resistant tablets (Advanz Pharma)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"April 2019"	5690009
9301	39645001000027104	52996020	6426	"Aspirin 100mg modified-release tablets"	"Aspirin"	"100mg"	"Modified Release Tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	1223003
41512	295211000001106	59216020	5442	"Aspirin 75mg gastro-resistant tablets (Teva UK Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"March 2010"	2839009
25211	8984711000001107	89845020	35	"Anadin Original tablets (GlaxoSmithKline Consumer Healthcare UK Ltd)"	"Caffeine/Aspirin"	"15mg + 325mg"	"Tablet"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	13512001
53178	16431611000001104	76832020	320	"Aspirin 75mg gastro-resistant tablets (Wockhardt UK Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"January 2013"	7659009
17180	125825001000027104	64638020	1078	"Metoclopramide with aspirin 5mg + 450mg Effervescent tablet"	"Citric Acid/Metoclopramide Hydrochloride/Aspirin/Sodium Bicarbonate"	"5mg + 450mg"	"Effervescent Tablet"	"Oral"		"Products Used Against Nausea And Vertigo - Domperidone & Metoclopramide/Acute Migraine"	"February 2009"	4165002
41594	45275001000027104	53703020	271	"Aspirin 300mg Dispersible tablet (Teva UK Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"March 2010"	1407011
69216	27963111000001100	31328021	2	"Dipyridamole 200mg modified-release / Aspirin 25mg capsules (A A H Pharmaceuticals Ltd)"	"Dipyridamole/Aspirin"	"200mg + 25mg"	"Modified-release capsule"	"Oral"	2090000	"Antiplatelet Products"	"April 2017"	31328021
254	329525004	54359020	608050	"Aspirin 300mg tablets"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	1580001
53325	167025001000027104	70370020	0	"Salicylates with menthol and camphor liniment"	"Menthol/Camphor/Salicylic Acid/Aspirin/Ammonium Salicylate"	""	""	""	10030250	"Topical Nsaids And Counter Irritants"	"January 2013"	5754001
7539	4937411000001104	73352020	4	"Beechams Powders oral powder sachets (GlaxoSmithKline Consumer Healthcare UK Ltd)"	"Aspirin/Caffeine"	"600mg + 50mg"	"Powder"	"Oral"	4070100	"Non-Opioid And Compound Analgesics"	"February 2009"	6630001
80356	20536811000001104	41333020	0	"Boots Aspirin 75mg gastro-resistant tablets (The Boots Company Plc)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"April 2020"	41333020
29054	124355001000027104	64485020	13	"Methocarbamol with aspirin Tablet"	"Methocarbamol/Aspirin"	""	"Tablet"	"Oral"		"Non-Opioid And Compound Analgesics/Skeletal Muscle Relaxants"	"February 2009"	4125001
1137	22115001000027100	50795020	180021	"Nu-seals aspirin ec 300mg Gastro-resistant tablet (Eli Lilly and Company Ltd)"	"Aspirin"	"300mg"	"Gastro-resistant tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	665001
84392	38796211000001104	94736021	0	"Aspirin 300mg dispersible tablets (Medihealth (Northern) Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"August 2021"	94736021
60694	12012511000001108	30279020	1	"Aspirin 25mg/5ml oral solution"	"Aspirin"	"5mg/1ml"	"Oral solution"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics/Acute Migraine/Non-Steroidal Anti-Inflammatory Drugs"	"August 2014"	30279020
7520	4914411000001103	73479020	18	"Anadin Extra soluble tablets (GlaxoSmithKline Consumer Healthcare UK Ltd)"	"Aspirin/Paracetamol/Caffeine"	"300mg + 200mg + 45mg"	"Soluble tablet"	"Oral"	4070500	"Other Non Opioid Analgesics"	"February 2009"	6665002
55230	714511000001101	63295020	0	"Aspirin 300mg dispersible tablets (Kent Pharma (UK) Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"May 2013"	3799009
6666	36069911000001112	85724020	174056	"Dipyridamole 200mg modified-release / Aspirin 25mg capsules"	"Dipyridamole/Aspirin"	"200mg + 25mg"	"Modified-release capsule"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	11499001
31938	476711000001102	57868020	4886	"Aspirin 75mg gastro-resistant tablets (Sandoz Ltd)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"February 2009"	2462009
34386	607311000001106	48771020	1186	"Aspirin 300mg tablets (Accord Healthcare Ltd)"	"Aspirin"	"300mg"	"Tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	191011
26967	8043011000001105	79858020	76	"Alka-Seltzer XS effervescent tablets (Bayer Plc)"	"Paracetamol/Aspirin/Caffeine/Citric acid/Sodium bicarbonate"	"133mg + 267mg + 40mg + 954mg + 1.606gram"	"Effervescent tablet"	"Oral"	4070500	"Other Non Opioid Analgesics"	"February 2009"	8795001
45851	59045001000027104	55399020	19	"Aspirin 300mg Soluble tablet (Ranbaxy (UK) Ltd)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"August 2011"	1857010
60777	22611211000001104	16679021	1	"Aspirin 75mg gastro-resistant tablets (DE Pharmaceuticals)"	"Aspirin"	"75mg"	"Gastro-resistant tablet"	"Oral"	2090000	"Antiplatelet Products"	"August 2014"	16679021
70841	38935001000027104	52904020	24	"Aspirin 300mg Dispersible tablet (Family Health)"	"Aspirin"	"300mg"	"Dispersible tablet"	"Oral"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"December 2017"	1199009
37541	167125001000027104	70379020	0	"Aspirin 227mg medicated chewing-gum"	"Aspirin"	"227mg"	"Chewing Gum"	"Oromucosal"		"Antiplatelet Products/Non-Opioid And Compound Analgesics"	"February 2009"	5757001
