prodcode	dmdcode	gemscriptcode	therapyevents	productname	ingredient	strength	formulation	routeofadministration	bnfchapter	bnftext	database_build	unclearnumber	BBvar
61693	22378211000001104	15724021	0	"Perindopril erbumine 8mg tablets (Milpharm Ltd)"	"Perindopril erbumine"	"8mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"November 2014"	15724021	0
23761	8667311000001100	64552020	770	"Methyldopa 250mg/5ml oral suspension"	"Methyldopa anhydrous"	"50mg/1ml"	"Oral suspension"	"Oral"	2050200	"Centrally Acting Antihypertensive Products"	"February 2009"	4143001	0
14587	318097001	73977020	50314	"Amiloride 5mg / Bumetanide 1mg tablets"	"Bumetanide/Amiloride hydrochloride"	"1mg + 5mg"	"Tablet"	"Oral"	2020400	"Potassium-Sparing Diuretics With Other Diuretics"	"February 2009"	6807001	0
36780	3154311000001103	93862020	3946	"Hytrin 5mg tablets (Advanz Pharma)"	"Terazosin hydrochloride"	"5mg"	"Tablet"	"Oral"		"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"February 2009"	15535001	0
46675	14033311000001104	75757020	8	"Indapamide 1.5mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Indapamide"	"1.5mg"	"Modified-release tablet"	"Oral"	2020100	"Thiazides And Related Diuretics"	"January 2012"	7312009	0
67780	22617011000001104	16655021	0	"Bendroflumethiazide 5mg tablets (DE Pharmaceuticals)"	"Bendroflumethiazide"	"5mg"	"Tablet"	"Oral"	2020100	"Thiazides And Related Diuretics"	"October 2016"	16655021	0
77457	5620211000001105	1370020	828	"Capozide 25mg/50mg tablets (Dowelhurst Ltd)"	"Hydrochlorothiazide/Captopril"	"25mg + 50mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"August 2019"	1370020	0
20459	236005001000027104	87085020	247	"Felendil xl 10mg Modified-release tablet (Ratiopharm UK Ltd)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	12111001	0
26220	151865001000027104	68015020	1808	"Delvas Tablet (Berk Pharmaceuticals Ltd)"	"Amiloride hydrochloride/Hydrochlorothiazide"	"5mg + 50mg"	"Tablet"	"Oral"		"Thiazides And Related Diuretics/Potassium-Sparing Diuretics With Other Diuretics"	"February 2009"	5096001	0
80246	34007511000001104	73862021	0	"Candesartan 4mg tablets (Crescent Pharma Ltd)"	"Candesartan cilexetil"	"4mg"	"Tablet"	"Oral"	2050502	"Angiotensin-II Receptor Antagonists"	"March 2020"	73862021	0
34551	450511000001107	60492020	151	"Indapamide 2.5mg tablets (Mylan)"	"Indapamide hemihydrate"	"2.5mg"	"Tablet"	"Oral"	2020100	"Thiazides And Related Diuretics"	"February 2009"	3137009	0
60684	23984911000001108	22974021	97	"Perindopril erbumine 4mg / Amlodipine 10mg tablets"	"Perindopril erbumine/Amlodipine besilate"	"4mg + 10mg"	"Tablet"	"Oral"		"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)/Calcium-Channel Blockers"	"August 2014"	22974021	0
77196	32416611000001100	62232021	0	"Losartan 25mg tablets (Kent Pharma (UK) Ltd)"	"Losartan potassium"	"25mg"	"Tablet"	"Oral"	2050502	"Angiotensin-II Receptor Antagonists"	"July 2019"	62232021	0
82515	10505611000001108	1430020	42	"Innovace 20mg tablets (Dowelhurst Ltd)"	"Enalapril maleate"	"20mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"January 2021"	1430020	0
33932	7387911000001103	88800020	18	"Parmid XL 5mg tablets (Sandoz Ltd)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	12977001	0
3929	318886000	69849020	124218	"Quinapril 10mg tablets"	"Quinapril hydrochloride"	"10mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"February 2009"	5604002	0
77443	16263911000001100	1749020	237	"Aprovel 300mg tablets (Mawdsley-Brooks & Company Ltd)"	"Irbesartan"	"300mg"	"Tablet"	"Oral"	2050502	"Angiotensin-II Receptor Antagonists"	"August 2019"	1749020	0
8189	878911000001106	51499020	16740	"Secadrex 200mg/12.5mg tablets (Sanofi)"	"Acebutolol hydrochloride/Hydrochlorothiazide"	"200mg + 12.5mg"	"Tablet"	"Oral"	0	"Unknown"	"February 2009"	848001	0
34652	147155001000027104	67455020	5	"Ramipril 5mg Capsule (Sovereign Medical Ltd)"	"Ramipril"	"5mg"	"Capsule"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"February 2009"	4940009	0
73968	3656311000001105	65306020	21	"Nicardipine 20mg capsules (Teva UK Ltd)"	"Nicardipine hydrochloride"	"20mg"	"Capsule"	"Oral"	2060200	"Calcium-Channel Blockers"	"December 2018"	4346009	0
73337	366811000001105	55012020	0	"Co-amilozide 5mg/50mg tablets (Wockhardt UK Ltd)"	"Amiloride hydrochloride/Hydrochlorothiazide"	"5mg + 50mg"	"Tablet"	"Oral"	2020400	"Potassium-Sparing Diuretics With Other Diuretics"	"October 2018"	1752009	0
2971	318970006	85707020	1672003	"Irbesartan 300mg tablets"	"Irbesartan"	"300mg"	"Tablet"	"Oral"	2050502	"Angiotensin-II Receptor Antagonists"	"February 2009"	11492003	0
53058	20319211000001108	40612020	0	"Perindopril erbumine 8mg tablets (Sandoz Ltd)"	"Perindopril erbumine"	"8mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"January 2013"	40612020	0
56279	8622111000001109	20371020	14	"Lisinopril 2.5mg/5ml oral solution"	"Lisinopril"	"500microgram/1ml"	"Oral solution"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"August 2013"	20371020	0
60780	18987811000001108	38011020	0	"Generic Sevikar HCT 20mg/5mg/12.5mg tablets"	"Hydrochlorothiazide/Olmesartan medoxomil/Amlodipine besilate"	"12.5mg + 20mg + 5mg"	"Tablet"	"Oral"	2050502	"Angiotensin-II Receptor Antagonists"	"August 2014"	38011020	0
77116	7514011000001106	1509020	0	"Quinapril 5mg tablets (Alliance Healthcare (Distribution) Ltd)"	"Quinapril hydrochloride"	"5mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"July 2019"	1509020	0
67767	13845511000001102	75921020	0	"Lisinopril 10mg / Hydrochlorothiazide 12.5mg tablets (Almus Pharmaceuticals Ltd)"	"Lisinopril/Hydrochlorothiazide"	"10mg + 12.5mg"	"Tablet"	"Oral"		"Thiazides And Related Diuretics/Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"October 2016"	7359009	0
15096	86411000001109	75604020	4820	"Accupro 40mg tablets (Pfizer Ltd)"	"Quinapril hydrochloride"	"40mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"February 2009"	7267001	0
80738	14204011000001104	35458020	17	"Losartan 25mg/5ml oral solution"	"Losartan potassium"	"5mg/1ml"	"Oral solution"	"Oral"	2050502	"Angiotensin-II Receptor Antagonists"	"May 2020"	35458020	0
57266	21666411000001104	46326020	0	"Candesartan 2mg tablets (Accord Healthcare Ltd)"	"Candesartan cilexetil"	"2mg"	"Tablet"	"Oral"	2050502	"Angiotensin-II Receptor Antagonists"	"September 2013"	46326020	0
18497	159455001000027104	69288020	316	"Amiloride 10mg / furosemide 80mg tablets"	"Amiloride Hydrochloride/Furosemide"	"10mg + 80mg"	"Tablets"	"Oral"		"Loop Diuretics/Potassium-Sparing Diuretics With Other Diuretics"	"February 2009"	5452003	0
35189	11160111000001108	92767020	9357	"Amlodipine 10mg / Valsartan 160mg tablets"	"Amlodipine besilate/Valsartan"	"10mg + 160mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	14982001	0
6408	797911000001103	81266020	1390	"Tanatril 5mg tablets (Mitsubishi Tanabe Pharma Europe Ltd)"	"Imidapril hydrochloride"	"5mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"February 2009"	9466001	0
16201	28545001000027104	51572020	6144	"Hytrin bph 2mg Tablet (Amdipharm Plc)"	"Terazosin hydrochloride"	"2mg"	"Tablet"	"Oral"		"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"February 2009"	864002	0
58874	18426311000001108	1550020	0	"Perindopril erbumine 2mg tablets (Somex Pharma)"	"Perindopril erbumine"	"2mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"February 2014"	1550020	0
17566	4785511000001107	87067020	8710	"Felotens XL 10mg tablets (Thornton & Ross Ltd)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	12102001	0
78943	36466411000001104	83194021	0	"Clonidine 50micrograms/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)"	"Clonidine hydrochloride"	"10microgram/1ml"	"Oral solution"	"Oral"		"Prophylaxis Of Migraine/Oestrogens And HRT"	"December 2019"	83194021	0
9223	145145001000027104	67204020	27733	"Triamterene with hydrochlorothiazide 50mg + 25mg Tablet"	"Hydrochlorothiazide/Triamterene"	"50mg + 25mg"	"Tablet"	"Oral"		"Thiazides And Related Diuretics/Potassium-Sparing Diuretics With Other Diuretics"	"February 2009"	4871001	0
33091	16183811000001106	66476020	114	"Felodipine 10mg modified-release tablets (A A H Pharmaceuticals Ltd)"	"Felodipine"	"10mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	4671009	0
56169	10412711000001104	70076020	0	"Ramipril 10mg capsules (Arrow Generics Ltd)"	"Ramipril"	"10mg"	"Capsule"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"August 2013"	5669009	0
82564	10777111000001102	1294020	16	"Doralese Tiltab 20mg tablets (Waymade Healthcare Plc)"	"Indoramin hydrochloride"	"20mg"	"Tablet"	"Oral"		"Alpha-Adrenoceptor Blockers/Alpha-Blockers (In Urinary Retention)"	"January 2021"	1294020	0
12874	318987008	74673020	325461	"Telmisartan 80mg tablets"	"Telmisartan"	"80mg"	"Tablet"	"Oral"	2050502	"Angiotensin-II Receptor Antagonists"	"February 2009"	7009002	0
55446	21037511000001104	43882020	0	"Losartan 100mg tablets (Bristol Laboratories Ltd)"	"Losartan potassium"	"100mg"	"Tablet"	"Oral"	2050502	"Angiotensin-II Receptor Antagonists"	"May 2013"	43882020	0
51186	17660711000001104	1643020	0	"Losartan 25mg tablets (Arrow Generics Ltd)"	"Losartan potassium"	"25mg"	"Tablet"	"Oral"	2050502	"Angiotensin-II Receptor Antagonists"	"January 2013"	1643020	0
66669	30087411000001100	53299021	0	"Ramipril 10mg capsules (DE Pharmaceuticals)"	"Ramipril"	"10mg"	"Capsule"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"July 2016"	53299021	0
57944	21939911000001108	47936020	47	"Perindopril tosilate 2.5mg tablets"	"Perindopril tosilate"	"2.5mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"December 2013"	47936020	0
3701	159485001000027104	69292020	15234	"Amiloride 2.5mg / hydrochlorothiazide 25mg tablets"	"Amiloride Hydrochloride/Hydrochlorothiazide"	"2.5mg+25mg"	"Tablets"	"Oral"		"Thiazides And Related Diuretics/Potassium-Sparing Diuretics With Other Diuretics"	"February 2009"	5453002	0
14126	39725011000001104	59935020	845	"Acebutolol 200mg / Hydrochlorothiazide 12.5mg tablets"	"Acebutolol hydrochloride/Hydrochlorothiazide"	"200mg + 12.5mg"	"Tablet"	"Oral"	0	"Unknown"	"February 2009"	3009001	0
40907	8139411000001107	68581020	1	"Indapamide 2.5mg tablets (Genus Pharmaceuticals Ltd)"	"Indapamide hemihydrate"	"2.5mg"	"Tablet"	"Oral"	2020100	"Thiazides And Related Diuretics"	"December 2009"	5252009	0
46851	8351611000001101	417021	365	"Captopril 5mg/5ml oral solution"	"Captopril"	"1mg/1ml"	"Oral solution"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"February 2012"	18871001	0
52293	8791811000001109	20854020	18	"Captopril 2mg capsules"	"Captopril"	"2mg"	"Capsule"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"January 2013"	20854020	0
5158	319300008	74744020	526784	"Lacidipine 2mg tablets"	"Lacidipine"	"2mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	7031001	0
52399	5632211000001108	1564020	0	"Ramipril 1.25mg capsules (Kent Pharma (UK) Ltd)"	"Ramipril"	"1.25mg"	"Capsule"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"January 2013"	1564020	0
16708	98645001000027104	60797020	2217	"Enalapril titration pack"	"Enalapril Maleate"	""	"Titration Pack"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"February 2009"	3204002	0
62771	24175711000001104	23030021	0	"Indapamide 1.5mg modified-release tablets (DE Pharmaceuticals)"	"Indapamide"	"1.5mg"	"Modified-release tablet"	"Oral"	2020100	"Thiazides And Related Diuretics"	"April 2015"	23030021	0
60089	21922811000001104	47357020	0	"Clonidine 25microgram tablets (Waymade Healthcare Plc)"	"Clonidine hydrochloride"	"25microgram"	"Tablet"	"Oral"		"Prophylaxis Of Migraine/Oestrogens And HRT"	"June 2014"	47357020	0
29145	243075001000027104	91113020	195	"Felendil xl 2.5mg Modified-release tablet (Ratiopharm UK Ltd)"	"Felodipine"	"2.5mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	14149001	0
43418	18111000001103	65199020	836	"Lisinopril 5mg tablets (A A H Pharmaceuticals Ltd)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"September 2010"	4315009	0
9334	562711000001104	65384020	44631	"Plendil 2.5mg modified-release tablets (AstraZeneca UK Ltd)"	"Felodipine"	"2.5mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	4368003	0
77364	16543011000001104	1386020	87	"Capoten 25mg tablets (Stephar (U.K.) Ltd)"	"Captopril"	"25mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"August 2019"	1386020	0
39242	3144511000001107	95903020	1046	"Carace 10 Plus tablets (Organon Pharma (UK) Ltd)"	"Lisinopril/Hydrochlorothiazide"	"10mg + 12.5mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"April 2009"	16564001	0
81326	36812711000001104	85505021	5	"Lorvacs XL 1.5mg tablets (Torrent Pharma (UK) Ltd)"	"Indapamide"	"1.5mg"	"Modified-release tablet"	"Oral"	2020100	"Thiazides And Related Diuretics"	"July 2020"	85505021	0
529	318977009	81323020	733050	"Candesartan 2mg tablets"	"Candesartan cilexetil"	"2mg"	"Tablet"	"Oral"	2050502	"Angiotensin-II Receptor Antagonists"	"February 2009"	9496001	0
45578	4920211000001104	66470020	25	"Clonidine 25microgram tablets (A A H Pharmaceuticals Ltd)"	"Clonidine hydrochloride"	"25microgram"	"Tablet"	"Oral"		"Prophylaxis Of Migraine/Oestrogens And HRT"	"June 2011"	4669009	0
573	318649003	58989020	221119	"Hydralazine 25mg tablets"	"Hydralazine hydrochloride"	"25mg"	"Tablet"	"Oral"	2050100	"Vasodilator Antihypertensive Products"	"February 2009"	2785001	0
17291	189795001000027104	73954020	209	"Guanethidine 25mg Tablet"	"Guanethidine Monosulphate"	"25mg"	"Tablet"	"Oral"	2050300	"Adrenergic Neurone Blockers"	"February 2009"	6800002	0
35304	246855001000027104	92957020	2056	"Valsartan 160mg with amlodipine 10mg tablets"	"Amlodipine Besilate/Valsartan"	"160mg + 10mg"	"Tablets"	"Oral"		"Angiotensin-II Receptor Antagonists/Calcium-Channel Blockers"	"February 2009"	15077001	0
79699	15773511000001108	36558020	1	"Amlodipine 1.5mg/5ml oral suspension"	"Amlodipine"	"300microgram/1ml"	"Oral suspension"	"Oral"	2060200	"Calcium-Channel Blockers"	"January 2020"	36558020	0
66574	17779111000001100	2000020	0	"Amlodipine 5mg tablets (Phoenix Healthcare Distribution Ltd)"	"Amlodipine"	"5mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"June 2016"	2000020	0
64606	10287111000001104	70110020	5	"Amlodipine 5mg tablets (Advanz Pharma)"	"Amlodipine"	"5mg"	"Tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"October 2015"	5679009	0
77407	5428411000001109	1451020	860	"Zestril 5mg tablets (Waymade Healthcare Plc)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"August 2019"	1451020	0
196	318851002	60791020	2064726	"Enalapril 5mg tablets"	"Enalapril maleate"	"5mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"February 2009"	3203002	0
84039	39018311000001104	95920021	0	"Lisinopril 2.5mg tablets (Medihealth (Northern) Ltd)"	"Lisinopril"	"2.5mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"June 2021"	95920021	0
82413	20308811000001100	40517020	0	"Losartan 50mg / Hydrochlorothiazide 12.5mg tablets (Sandoz Ltd)"	"Hydrochlorothiazide/Losartan potassium"	"12.5mg + 50mg"	"Tablet"	"Oral"	2050504	"Angiotensin-II Receptor Antagonists With Diuretic"	"January 2021"	40517020	0
67741	9806011000001108	73266020	0	"Ramipril 1.25mg capsules (Almus Pharmaceuticals Ltd)"	"Ramipril"	"1.25mg"	"Capsule"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"October 2016"	6605009	0
78808	854811000001107	69383020	0	"Lisinopril 5mg tablets (Ranbaxy (UK) Ltd)"	"Lisinopril"	"5mg"	"Tablet"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"November 2019"	5476009	0
57073	21877711000001104	47143020	0	"Ramipril 1.25mg capsules (Waymade Healthcare Plc)"	"Ramipril"	"1.25mg"	"Capsule"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"September 2013"	47143020	0
33894	5589711000001107	67144020	808	"Ramipril 10mg capsules (Teva UK Ltd)"	"Ramipril"	"10mg"	"Capsule"	"Oral"	2050501	"Angiotensin-Converting Enzyme Inhibitors (ACE Inhibitors)"	"February 2009"	4854009	0
35084	5638311000001102	87542020	1061	"Vascalpha 5mg modified-release tablets (Accord Healthcare Ltd)"	"Felodipine"	"5mg"	"Modified-release tablet"	"Oral"	2060200	"Calcium-Channel Blockers"	"February 2009"	12345001	0
